bairro,logradouro,n_transacoes,rs_m2_mediana
TRES FIGUEIRAS,Alameda EMILIO DE MENEZES,15,10191
TRES FIGUEIRAS,Avenida CARLOS GOMES,9,8164
TRES FIGUEIRAS,Avenida DR NILO PECANHA,14,6146
TRES FIGUEIRAS,Avenida LUIZ MANOEL GONZAGA,50,9966
TRES FIGUEIRAS,Avenida PROTASIO ALVES,7,2949
TRES FIGUEIRAS,Rua ALFA,3,11651
TRES FIGUEIRAS,Rua ALFREDO SCHUETT,9,5875
TRES FIGUEIRAS,Rua ANA MALTZ KNIJNIK,9,13374
TRES FIGUEIRAS,Rua BALDUINO ROEHRIG,16,10663
TRES FIGUEIRAS,Rua CARLOS HUBER,88,20020
TRES FIGUEIRAS,Rua CEL ARMANDO ASSIS,3,20382
TRES FIGUEIRAS,Rua DE LA GRANGE,6,8277
TRES FIGUEIRAS,Rua DES ESPIRIDIAO L MEDEIROS,5,5698
TRES FIGUEIRAS,Rua DES HUGO CANDAL,10,5622
TRES FIGUEIRAS,Rua ENG ILDEFONSO SIMOES LOPES,37,21483
TRES FIGUEIRAS,Rua EWALDO CAMPOS,35,11471
TRES FIGUEIRAS,Rua FELIPE BECKER,7,4448
TRES FIGUEIRAS,Rua GEN NESTOR SILVA SOARES,7,6557
TRES FIGUEIRAS,Rua GUSTAVO SCHMIDT,3,7062
TRES FIGUEIRAS,Rua INDIANAPOLIS,5,5357
TRES FIGUEIRAS,Rua IRACEMA,3,7368
TRES FIGUEIRAS,Rua JOAO CAETANO,3,11444
TRES FIGUEIRAS,Rua LUIZ VOELCKER,9,4792
TRES FIGUEIRAS,Rua MATIAS JOSE BINS,8,5055
TRES FIGUEIRAS,Rua MOZART,5,13538
TRES FIGUEIRAS,Rua OSORIO TUYUTY DE OLIVEIRA FREITAS,3,8974
TRES FIGUEIRAS,Rua PRIMEIRO DE JANEIRO,37,12472
TRES FIGUEIRAS,Rua PROF FERNANDO CARNEIRO,3,6286
TRES FIGUEIRAS,Rua ROSA,4,8096
TRES FIGUEIRAS,Rua THEREZIA KISSLINGER,7,23847
TRES FIGUEIRAS,Rua TOMAZ GONZAGA,14,16560
TRES FIGUEIRAS,Rua VALDIR ANTONIO LOPES,63,10785
TRISTEZA,Avenida COPACABANA,36,5131
TRISTEZA,Avenida OTTO NIEMEYER,175,6003
TRISTEZA,Avenida WENCESLAU ESCOBAR,97,3771
TRISTEZA,Rua AFONSO ALVARES,4,4075
TRISTEZA,Rua ALMIRANTE CAMARA,7,3503
TRISTEZA,Rua ALMIRANTE DELAMARE,13,4053
TRISTEZA,Rua ALMIRANTE MARIATH,5,4880
TRISTEZA,Rua ALVARO GUTERRES,17,4324
TRISTEZA,Rua ANTONIO TESSERA,11,4939
TRISTEZA,Rua CARLOS JULIO BECKER,3,3871
TRISTEZA,Rua CASSIO DE MEDEIROS,10,3688
TRISTEZA,Rua CEL ARISTIDES,17,5948
TRISTEZA,Rua CEL MASSOT,41,3929
TRISTEZA,Rua CIDADE DE NATAL,11,3194
TRISTEZA,Rua DONA PAULINA,28,3919
TRISTEZA,Rua DR ARMANDO BARBEDO,130,7116
TRISTEZA,Rua DR BARCELOS,104,4020
TRISTEZA,Rua DR CASTRO DE MENEZES,32,3647
TRISTEZA,Rua DR DIAS DE CARVALHO,34,5320
TRISTEZA,Rua DR MARIO TOTTA,142,6943
TRISTEZA,Rua DR PEREIRA NETO,178,6310
TRISTEZA,Rua ERNESTO PAIVA,7,6360
TRISTEZA,Rua FOLHA DA TARDE,16,4886
TRISTEZA,Rua GEN RONDON,137,5571
TRISTEZA,Rua IETE,3,1977
TRISTEZA,Rua JOSE GOMES,73,6236
TRISTEZA,Rua LANDEL DE MOURA,111,4145
TRISTEZA,Rua LIBERAL,3,13333
TRISTEZA,Rua MARECHAL HERMES,53,5529
TRISTEZA,Rua NOSSA SENHORA DE LOURDES,41,7091
TRISTEZA,Rua PADRE JOAO BATISTA REUS,57,3460
TRISTEZA,Rua PEDRO DE OLIVEIRA BITTENCOURT,7,3946
TRISTEZA,Rua SANTA VITORIA,10,6344
TRISTEZA,Rua SARGENTO NICOLAU DIAS DE FARIAS,16,5220
TRISTEZA,Rua VICENTE FAILACE,8,4612
TRISTEZA,Travessa NOVA TRENTO,30,7049
VILA ASSUNCAO,Avenida COPACABANA,6,5111
VILA ASSUNCAO,Avenida GUAIBA,48,3607
VILA ASSUNCAO,Avenida PEREIRA PASSOS,27,4503
VILA ASSUNCAO,Avenida WENCESLAU ESCOBAR,4,6734
VILA ASSUNCAO,Pra̤a JOSE ASSUNCAO,3,4557
VILA ASSUNCAO,Rua BORORO,6,2819
VILA ASSUNCAO,Rua BURUM,6,4192
VILA ASSUNCAO,Rua CAETE,13,4139
VILA ASSUNCAO,Rua CARAJA,4,3825
VILA ASSUNCAO,Rua CARIRI,11,5455
VILA ASSUNCAO,Rua CHAVANTES,15,4434
VILA ASSUNCAO,Rua CHIRIGUANO,3,2394
VILA ASSUNCAO,Rua COROADOS,6,5582
VILA ASSUNCAO,Rua DR POSSIDONIO CUNHA,10,4723
VILA ASSUNCAO,Rua GOITACAZ,8,4508
VILA ASSUNCAO,Rua GUAIANA,5,4790
VILA ASSUNCAO,Rua GUAICURU,9,4860
VILA ASSUNCAO,Rua GUARAUM,8,3929
VILA ASSUNCAO,Rua MANAJO,10,3580
VILA ASSUNCAO,Rua MARACA,11,6526
VILA ASSUNCAO,Rua PARAGUA,7,6100
VILA ASSUNCAO,Rua PARECI,8,3995
VILA ASSUNCAO,Rua PINARE,3,4863
VILA CONCEICAO,Rua APOLINARIO PORTO ALEGRE,12,5652
VILA CONCEICAO,Rua NOSSA SENHORA APARECIDA,7,4270
VILA CONCEICAO,Rua PADRE JOAO BATISTA REUS,14,11481
VILA CONCEICAO,Rua PROF EMILIO MEYER,13,3414
VILA CONCEICAO,Rua SIMAO BOLIVAR,19,3975
VILA IPIRANGA,Avenida ASSIS BRASIL,8,3714
VILA IPIRANGA,Avenida BENNO MENTZ,86,5545
VILA IPIRANGA,Avenida BRASILIA,6,4883
VILA IPIRANGA,Avenida DO  FORTE,116,4196
VILA IPIRANGA,Avenida DOM CLAUDIO JOSE GONCALVES P LEAO,190,5402
VILA IPIRANGA,Avenida DR JOAO SIMPLICIO A DE CARVALHO,46,4248
VILA IPIRANGA,Avenida ENG ARY DE ABREU LIMA,7,3817
VILA IPIRANGA,Avenida ENG JOSE MARIA DE CARVALHO,21,5693
VILA IPIRANGA,Avenida FRANCISCO TREIN,10,4530
VILA IPIRANGA,Avenida FREI HENRIQUE DE COIMBRA,3,2603
VILA IPIRANGA,Avenida MATHILDE TREIN RENNER,4,4510
VILA IPIRANGA,PCA DOM PEDRO,3,5797
VILA IPIRANGA,Pra̤a DOM PEDRO,7,4343
VILA IPIRANGA,Pra̤a JOHN KENNEDY,3,6490
VILA IPIRANGA,Rua ALBERTO SILVA,62,4564
VILA IPIRANGA,Rua ARACAI,21,5952
VILA IPIRANGA,Rua ARGELIA,5,3094
VILA IPIRANGA,Rua BISPO SARDINHA,17,4713
VILA IPIRANGA,Rua BOLIVIA,17,6259
VILA IPIRANGA,Rua CEL FRANCISCO BITENCOURT,9,4344
VILA IPIRANGA,Rua CIPO,117,4270
VILA IPIRANGA,Rua CONGO,14,4363
VILA IPIRANGA,Rua DAS CARAVELAS,13,3829
VILA IPIRANGA,Rua DOMINGOS SEGUEZIO,80,4093
VILA IPIRANGA,Rua DOS NAUTAS,4,5778
VILA IPIRANGA,Rua DR DARIO DE BITTENCOURT,38,4144
VILA IPIRANGA,Rua ENG WALTER BOEHL,15,3704
VILA IPIRANGA,Rua GANA,7,4797
VILA IPIRANGA,Rua GASTON ENGLERT,59,4301
VILA IPIRANGA,Rua GOMES DE FREITAS,132,4139
VILA IPIRANGA,Rua GUINE,14,5092
VILA IPIRANGA,Rua ILHEUS,3,2990
VILA IPIRANGA,Rua INDIANA,33,4243
VILA IPIRANGA,Rua JOAO CANDIDO,32,4579
VILA IPIRANGA,Rua LIBIA,4,4263
VILA IPIRANGA,Rua MAJOR PM ANTONIO POMPILIO DA FONSECA,189,9221
VILA IPIRANGA,Rua MALI,30,3562
VILA IPIRANGA,Rua PADRE ALOIS KADES S J,4,4192
VILA IPIRANGA,Rua PADRE JORGE SEDELMAYR S J,9,3476
VILA IPIRANGA,Rua PORTO SEGURO,4,3189
VILA IPIRANGA,Rua PROF JOSE MARIA RODRIGUES,8,1800
VILA IPIRANGA,Rua SAPE,44,4301
VILA IPIRANGA,Rua SOMALIA,8,2615
VILA IPIRANGA,Rua TUNISIA,3,4208
VILA IPIRANGA,Rua VALENCA,8,3646
VILA IPIRANGA,Rua VERA CRUZ,13,4921
VILA IPIRANGA,Travessa AMERICO SILVEIRA,20,3882
VILA IPIRANGA,Travessa ANA CESAR,7,4032
VILA IPIRANGA,Travessa GERMANO STEIGLEDER SOBRINHO,4,5544
VILA IPIRANGA,Travessa LENCOIS,3,3046
VILA IPIRANGA,Travessa OLIMPIO DE OLIVEIRA PACHECO,3,3994
VILA IPIRANGA,Travessa PROF EMETERIO GARCIA FERNANDEZ,10,4625
VILA IPIRANGA,Travessa SAO PEDRO,3,5769
VILA IPIRANGA,Travessa VASCO DE ATAIDE,6,4172
VILA JARDIM,Avenida CIRCULAR,6,3696
VILA JARDIM,Avenida DOS PRAZERES,11,3370
VILA JARDIM,Avenida DR NILO PECANHA,199,9754
VILA JARDIM,Avenida GEN BARRETO VIANA,49,6637
VILA JARDIM,Avenida IPE,8,5053
VILA JARDIM,Avenida PROTASIO ALVES,20,3407
VILA JARDIM,Avenida SATURNINO DE BRITO,60,3814
VILA JARDIM,Rua ALVARO NICOFE,8,2978
VILA JARDIM,Rua ARARUAMA,25,8197
VILA JARDIM,Rua BARAO DE BAGE,46,3751
VILA JARDIM,Rua CANANEIA,34,10863
VILA JARDIM,Rua CONDE DA FIGUEIRA,11,4129
VILA JARDIM,Rua FRANCISCO DE AQUINO,3,2312
VILA JARDIM,Rua GEN SALVADOR PINHEIRO,8,4465
VILA JARDIM,Rua ISRAEL,3,1863
VILA JARDIM,Rua ITAPEMA,3,2601
VILA JARDIM,Rua SAO LEOPOLDO,8,4166
VILA JARDIM,Rua SOUZA LOBO,8,4473
VILA JARDIM,Rua TREMEMBE,6,4639
VILA NOVA,Avenida BELEM VELHO,9,3382
VILA NOVA,Avenida DA  CAVALHADA,102,4463
VILA NOVA,Avenida EDUARDO PRADO,7,4862
VILA NOVA,Avenida MONTE CRISTO,36,3080
VILA NOVA,Avenida RODRIGUES DA FONSECA,42,4081
VILA NOVA,Avenida ROMEU SAMARANI FERREIRA,47,3080
VILA NOVA,Avenida VICENTE MONTEGGIA,22,2695
VILA NOVA,Beco CARLOS SUPERTI,98,4457
VILA NOVA,Beco IMPERIO,189,2942
VILA NOVA,Estrada CRISTIANO KRAEMER,60,3048
VILA NOVA,Estrada DAS TRES MENINAS,70,6541
VILA NOVA,Estrada JOAO PASSUELO,7,2376
VILA NOVA,Estrada JOAO SALOMONI,93,4435
VILA NOVA,Estrada JOAO VEDANA,3,3226
VILA NOVA,Estrada JORGE PEREIRA NUNES,22,4682
VILA NOVA,Rua ADRIANO PEREIRA DA SILVA,19,3476
VILA NOVA,Rua AMAPA,15,3171
VILA NOVA,Rua ANGELO PASSUELO,4,2677
VILA NOVA,Rua ATILIO SUPERTTI,407,4457
VILA NOVA,Rua BRIGADEIRO LEONARDO TEIXEIRA COLLARES,6,2468
VILA NOVA,Rua CAPITAO AMARANTE XAVIER,20,2922
VILA NOVA,Rua CEL FREDERICO CARLOS GOMES,6,4043
VILA NOVA,Rua CEL OCTAVIANO PINTO SOARES,28,3141
VILA NOVA,Rua CRISTIANE VON SALTIEL,5,3565
VILA NOVA,Rua DEROCY GIACOMO DA SILVA,460,5480
VILA NOVA,Rua DR ALDO WILDT,79,3603
VILA NOVA,Rua DR PIO FIORI DE AZEVEDO,43,3197
VILA NOVA,Rua ENFERMEIRO VENTURA,3,2756
VILA NOVA,Rua FERNANDO PESSOA,7,3080
VILA NOVA,Rua GIOBATTA GIUSEPPE PETRACCO,15,3020
VILA NOVA,Rua HELIA FERNANDES PRESSER,48,4834
VILA NOVA,Rua JEROLOMO MINUZO,3,6667
VILA NOVA,Rua JOAQUIM DE CARVALHO,120,3720
VILA NOVA,Rua JOIA,9,3040
VILA NOVA,Rua MANUELE CRISTIANE GONCALVES,16,2308
VILA NOVA,Rua MARQUES DO MARICA,8,2460
VILA NOVA,Rua MIGUEL ASCOLEZE,9,5238
VILA NOVA,Rua PEDRO RODRIGUES BITENCOURT,4,3568
VILA NOVA,Rua VENTOS DO SUL,70,2910
VILA NOVA,Rua WALTON PONTES CARPES,91,4656
VILA SAO JOSE,Avenida BENTO GONCALVES,15,3635
VILA SAO JOSE,Rua BORBOREMA,10,2782
VILA SAO JOSE,Rua DONA FIRMINA,20,3704
VILA SAO JOSE,Rua FREI CLEMENTE,3,2910
VILA SAO JOSE,Rua MARTINS DE LIMA,18,3946
VILA SAO JOSE,Rua NOVE DE JUNHO,23,2795
VILA SAO JOSE,Rua PRIMEIRO DE MARCO,5,7500
VILA SAO JOSE,Rua PRIMEIRO DE SETEMBRO,107,3880
VILA SAO JOSE,Rua SALDANHA DA GAMA,43,3550
VILA SAO JOSE,Rua SANTA MARIA,15,3740
VILA SAO JOSE,Rua SANTO ALFREDO,14,3286
VILA SAO JOSE,Rua SAO GUILHERME,5,2080
VILA SAO JOSE,Rua VIDAL DE NEGREIROS,9,3306
VILA SAO JOSE,Rua VINTE SEIS DE DEZEMBRO,4,3368
VL JOAO PESSOA,Avenida BENTO GONCALVES,16,5198
VL JOAO PESSOA,Avenida LUIZ MOSCHETTI,8,2679
VL JOAO PESSOA,Avenida ROCIO,10,2800
VL JOAO PESSOA,Avenida VALADO,4,3531
VL JOAO PESSOA,Rua ANGELO BARCELOS,20,3471
VL JOAO PESSOA,Rua BORBOREMA,4,6091
VL JOAO PESSOA,Rua CEL JOSE RODRIGUES SOBRAL,6,2998
VL JOAO PESSOA,Rua CEL TISIANO F DE LEONI,4,2550
VL JOAO PESSOA,Rua CONDOR,7,3200
VL JOAO PESSOA,Rua EVANGELINA PORTO,19,3452
VL JOAO PESSOA,Rua HONORIO LEMOS,19,3466
VL JOAO PESSOA,Rua IRMAO GERALDO,3,4900
VL JOAO PESSOA,Rua IRMAO WEIBERT,10,3710
VL JOAO PESSOA,Rua JUAREZ TAVORA,8,3629
VL JOAO PESSOA,Rua MARECHAL MALLET,3,2459
VL JOAO PESSOA,Rua MARISTA,29,5076
VL JOAO PESSOA,Rua TEN ALPOIM,5,3571
